screen_size,pixels_x,pixels_y,screen_surface,touchscreen,detachable_keyboard,ram,ssd,storage,weight,x0_Acer,x0_Alienware,x0_Apple,x0_Asus,x0_Dell,x0_Google,x0_HP,x0_Huawei,x0_Jumper,x0_LG,x0_Lenovo,x0_MSI,x0_Microsoft,x0_Other,x0_RCA,x0_Razer,x0_Samsung,x0_Toshiba,x1_AMD A10,x1_AMD A12,x1_AMD A6,x1_AMD A8,x1_AMD A9,x1_AMD E2,x1_AMD FX,x1_AMD Ryzen 3,x1_AMD Ryzen 5,x1_AMD Ryzen 7,x1_Intel Atom,x1_Intel Celeron,x1_Intel Core i3,x1_Intel Core i5,x1_Intel Core i7,x1_Intel Core i9,x1_Intel Core m3,x1_Intel Pentium,x1_Intel Xeon,x1_MediaTek,x1_OP1,x1_Rockchip,x1_Samsung Exynos,x2_AMD Radeon Pro 5500M,x2_AMD Radeon Pro 555X,x2_AMD Radeon R2,x2_AMD Radeon R4,x2_AMD Radeon R5,x2_AMD Radeon R6,x2_AMD Radeon R7,x2_AMD Radeon RX 560X,x2_AMD Radeon Vega 10,x2_AMD Radeon Vega 3,x2_AMD Radeon Vega 6,x2_AMD Radeon Vega 8,x2_AMD RadeonÂ R4,x2_Imagination PowerVR GX6250,x2_Intel HD,x2_Intel HD (UMA),x2_Intel HD 3000,x2_Intel HD 400,x2_Intel HD 4000,x2_Intel HD 405,x2_Intel HD 4200,x2_Intel HD 4400,x2_Intel HD 500,x2_Intel HD 5000,x2_Intel HD 505,x2_Intel HD 510,x2_Intel HD 515,x2_Intel HD 520,x2_Intel HD 5500,x2_Intel HD 6000,x2_Intel HD 615,x2_Intel HD 620,x2_Intel Iris 5100,x2_Intel Iris 540,x2_Intel Iris Plus,x2_Intel Iris Plus 640,x2_Intel Iris Plus 645,x2_Intel Iris Plus 655,x2_Intel UHD,x2_Intel UHD 600,x2_Intel UHD 605,x2_Intel UHD 615,x2_Intel UHD 617,x2_Intel UHD 620,x2_Mali-T860 MP4,x2_NVIDIA GeFoce GTX 1060,x2_NVIDIA GeForce,x2_NVIDIA GeForce 940M,x2_NVIDIA GeForce 940MX,x2_NVIDIA GeForce GT 750M,x2_NVIDIA GeForce GTX 1050,x2_NVIDIA GeForce GTX 1050 Max-Q,x2_NVIDIA GeForce GTX 1050 Ti,x2_NVIDIA GeForce GTX 1060,x2_NVIDIA GeForce GTX 1070,x2_NVIDIA GeForce GTX 1070 Max-Q,x2_NVIDIA GeForce GTX 1080,x2_NVIDIA GeForce GTX 1650,x2_NVIDIA GeForce GTX 1650 Max-Q,x2_NVIDIA GeForce GTX 1660 Ti,x2_NVIDIA GeForce GTX 960M,x2_NVIDIA GeForce GTX 965M,x2_NVIDIA GeForce GTX 980M,x2_NVIDIA GeForce GTX1070,x2_NVIDIA GeForce MX150,x2_NVIDIA GeForce MX250,x2_NVIDIA GeForce RTX 2060,x2_NVIDIA GeForce RTX 2070,x2_NVIDIA GeForce RTX 2070 Max-Q,x2_NVIDIA GeForce RTX 2080,x2_NVIDIA GeForce RTX 2080 Max-Q,x2_NVIDIA Quadro M1000M,x2_PowerVR GX6250,x3_Android 6,x3_Chrome OS,x3_Mac OS X Lion,x3_OS X El Capitan,x3_OS X Lion,x3_OS X Mavericks,x3_OS X Yosemite,x3_Windows,x3_Windows 10,x3_Windows 10 Home,x3_Windows 10 Home Signature Edition,x3_Windows 10 IoT,x3_Windows 10 Pro,x3_Windows 10 S,x3_Windows 7,x3_Windows 8,x3_Windows 8.1,x3_macOS Catalina,x3_macOS High Sierra,x3_macOS Mojave,x3_macOS Sierra,min_price,max_price
0.7142857142857144,0.25,0.22413793103448276,1.0,1.0,0.0,0.0967741935483871,0.0,0.24698795180722888,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2832764505119454,0.2815600410537119
0.7142857142857144,0.25,0.22413793103448276,0.0,0.0,0.0,0.22580645161290322,0.256,0.12449799196787148,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6928327645051194,0.6920971604515909
0.7142857142857144,0.03359374999999998,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.12148594377510039,0.375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12627986348122866,0.12760862127950734
0.7142857142857144,0.25,0.22413793103448276,0.0,0.0,0.0,0.06451612903225806,0.0,0.24698795180722888,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10443686006825938,0.12760862127950734
1.0,0.125,0.09482758620689657,1.0,0.0,0.0,0.0967741935483871,0.0,0.24698795180722888,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16723549488054607,0.16524119055764624
0.14285714285714302,0.03359374999999998,0.0,1.0,1.0,0.0,0.03225806451612903,0.008,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03515358361774744,0.03284296955183031
0.7142857142857144,0.03359374999999998,0.0,1.0,1.0,0.0,0.0967741935483871,0.0,0.49799196787148586,0.375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18771331058020477,0.18884707492302427
1.0,0.25,0.22413793103448276,0.0,0.0,0.0,0.22580645161290322,0.128,0.3112449799196787,0.625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5382252559726962,0.5371193978788915
0.14285714285714302,0.03359374999999998,0.0,1.0,0.0,0.0,0.03225806451612903,0.008,0.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006842285323298003
0.7142857142857144,0.03359374999999998,0.0,1.0,0.0,0.0,0.0967741935483871,0.0,0.24698795180722888,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10580204778156997,0.10708176530961341
